City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Bilecik,TR,40.0,30.1667,43.45,48,41,8.66,scattered clouds
345,Evensk,RU,61.95,159.2333,11.35,64,100,27.89,overcast clouds
346,Yongan,CN,39.6957,113.6871,34.84,76,0,4.54,clear sky
347,Oriximina,BR,-1.7656,-55.8661,93.61,39,100,4.45,overcast clouds
348,Upata,VE,8.0086,-62.3989,84.2,71,46,5.77,scattered clouds
349,Guryevsk,RU,54.2833,85.9333,14.99,87,100,12.75,overcast clouds
350,Lackawanna,US,42.8256,-78.8234,44.47,49,75,10.36,broken clouds
351,Nishihara,JP,26.1842,127.7558,73.06,94,75,8.05,light rain
352,Lamu,KE,-2.2717,40.902,78.1,87,89,9.55,overcast clouds
353,Arraial Do Cabo,BR,-22.9661,-42.0278,80.56,69,40,21.85,scattered clouds
354,Torbay,CA,47.6666,-52.7314,34.29,96,100,12.66,overcast clouds
355,Vardo,NO,70.3705,31.1107,33.78,86,75,2.3,broken clouds
356,Zhigansk,RU,66.7697,123.3711,-31.29,100,100,0.96,overcast clouds
357,Muisne,EC,0.6,-80.0333,76.08,74,67,11.52,broken clouds
358,Belyy Yar,RU,53.6039,91.3903,28.29,81,0,15.66,clear sky
359,Matay,EG,28.419,30.7792,66.83,47,0,11.72,clear sky
360,Portland,US,45.5234,-122.6762,53.58,80,100,16.11,moderate rain
361,West Bay,KY,19.3667,-81.4167,87.87,73,20,11.5,few clouds
362,Puerto Madryn,AR,-42.7692,-65.0385,79.36,36,99,5.23,overcast clouds
363,Nurota,UZ,40.5614,65.6886,51.57,49,72,3.27,broken clouds
364,Jalu,LY,29.0331,21.5482,62.6,53,0,4.9,clear sky
365,Biak,ID,-0.9131,122.8766,77.07,82,100,2.95,overcast clouds
366,Skjervoy,NO,70.0311,20.9714,24.8,54,0,15.61,clear sky
367,Khandyga,RU,62.6667,135.6,-42.95,100,60,2.1,broken clouds
368,Almenara,BR,-16.1836,-40.6944,77.09,73,61,5.17,broken clouds
369,Imbituba,BR,-28.24,-48.6703,73.81,86,100,13.47,overcast clouds
370,Frankfort,ZA,-27.2667,28.4833,57.92,75,65,3.85,broken clouds
371,Barinas,VE,8.6226,-70.2075,89.64,48,10,9.22,clear sky
372,Ankpa,NG,7.3706,7.6253,76.77,33,2,0.49,clear sky
373,Borovskoy,KZ,53.8,64.15,6.8,97,58,3.94,broken clouds
374,Ryazhsk,RU,53.7038,40.1109,35.51,100,100,7.02,overcast clouds
375,Viedma,AR,-40.8135,-62.9967,85.98,18,46,13.0,scattered clouds
376,Golden,US,39.7555,-105.2211,55.2,21,20,8.05,few clouds
377,Mikhaylovskoye,RU,51.8239,79.7172,16.48,91,100,11.56,overcast clouds
378,Chor,PK,25.5167,69.7667,71.6,23,0,7.09,clear sky
379,Hearst,CA,49.6835,-83.6665,25.05,78,82,6.87,broken clouds
380,Mount Gambier,AU,-37.8333,140.7667,50.72,90,100,6.4,overcast clouds
381,Farmington,US,36.7281,-108.2187,46.78,26,0,1.99,clear sky
382,Ahuimanu,US,21.4447,-157.8378,80.62,68,40,18.41,scattered clouds
383,Kununurra,AU,-15.7667,128.7333,76.98,94,40,3.44,light rain
384,Nieuw Amsterdam,SR,5.8833,-55.0833,86.02,74,40,5.75,scattered clouds
385,Chinhoyi,ZW,-17.3667,30.2,71.17,74,100,3.36,overcast clouds
386,Oksfjord,NO,70.2396,22.3479,33.98,85,27,13.0,scattered clouds
387,Santa Maria,BR,-29.6842,-53.8069,74.5,64,75,4.61,broken clouds
388,Kerema,PG,-7.9631,145.7785,77.04,86,41,3.0,scattered clouds
389,Ransang,PH,8.9603,117.5828,78.03,82,99,2.84,overcast clouds
390,Usta Muhammad,PK,28.1794,68.0445,65.48,24,3,1.05,clear sky
391,Nelson Bay,AU,-32.7167,152.15,57.99,73,5,10.0,clear sky
392,Palmer,US,42.1584,-72.3287,48.61,43,40,9.22,scattered clouds
393,Dubbo,AU,-32.25,148.6167,46.53,93,50,0.0,scattered clouds
394,Macamic,CA,48.7502,-78.9996,26.22,87,100,11.59,snow
395,Sisimiut,GL,66.9395,-53.6735,18.09,89,100,6.2,overcast clouds
396,Lompoc,US,34.6391,-120.4579,73.69,23,0,1.99,clear sky
397,Glamoc,BA,44.0458,16.8486,44.6,98,100,7.76,overcast clouds
398,Hashtrud,IR,37.4779,47.0508,46.15,30,100,2.95,overcast clouds
399,Port Hardy,CA,50.6996,-127.4199,44.78,93,100,3.44,light rain
400,Kovdor,RU,67.5662,30.4758,6.82,98,64,0.78,broken clouds
401,Iskateley,RU,67.6803,53.1512,10.02,94,98,11.56,overcast clouds
402,Marovoay,MG,-16.1,46.6333,80.06,75,61,7.36,light rain
403,Mackenzie,CA,55.2999,-123.1698,35.82,87,75,8.05,broken clouds
404,Phalodi,IN,27.1333,72.3667,65.66,29,0,6.42,clear sky
405,Kushima,JP,31.4583,131.2333,61.43,95,99,4.34,light rain
406,Mecca,SA,21.4267,39.8261,80.2,63,91,2.68,overcast clouds
407,Quelimane,MZ,-17.8786,36.8883,78.75,73,0,6.91,clear sky
408,Ishinomaki,JP,38.4167,141.3,46.04,72,100,5.23,overcast clouds
409,Nemuro,JP,43.3236,145.575,38.03,61,7,9.53,clear sky
410,Itigi,TZ,-5.7,34.4833,68.11,70,47,0.63,scattered clouds
411,Krasnooktyabrskiy,RU,44.9328,38.3712,47.08,77,95,12.73,overcast clouds
412,Sioux Lookout,CA,50.1001,-91.917,24.87,86,100,5.75,overcast clouds
413,Poyarkovo,RU,49.6,128.6833,1.18,96,94,3.89,overcast clouds
414,Cehegin,ES,38.0924,-1.7985,56.68,67,100,16.06,overcast clouds
415,Bubaque,GW,11.2833,-15.8333,83.37,63,84,11.81,broken clouds
416,Shahrud,IR,36.4182,54.9763,45.59,36,84,5.08,broken clouds
417,Sharjah,AE,25.3573,55.4033,76.98,64,0,6.91,clear sky
418,Ostrovnoy,RU,68.0531,39.5131,35.49,79,100,7.09,overcast clouds
419,Nola,IT,40.922,14.5329,54.16,92,100,21.47,light rain
420,Beringovskiy,RU,63.05,179.3167,-9.85,97,7,11.92,clear sky
421,Suez,EG,29.9737,32.5263,65.8,73,0,6.98,clear sky
422,Sembe,CG,1.6481,14.5806,72.48,79,33,2.89,scattered clouds
423,Wamba,NG,8.9333,8.6,75.74,27,1,4.18,clear sky
424,Atherton,GB,53.5237,-2.4935,47.28,92,23,3.06,few clouds
425,Laguna,US,38.421,-121.4238,64.18,51,0,1.01,clear sky
426,Kloulklubed,PW,7.0419,134.2556,77.5,72,92,8.95,overcast clouds
427,Araouane,ML,18.9048,-3.5265,72.18,16,100,10.36,overcast clouds
428,Tupaciguara,BR,-18.5922,-48.705,77.68,55,81,7.27,broken clouds
429,Ajdabiya,LY,30.7554,20.2263,62.71,42,0,9.66,clear sky
430,Salalah,OM,17.0151,54.0924,78.89,73,0,5.75,clear sky
431,Fayetteville,US,35.0527,-78.8784,62.8,30,20,5.75,few clouds
432,Wilmington,US,34.2257,-77.9447,66.11,57,20,3.44,few clouds
433,Qaqortoq,GL,60.7167,-46.0333,23.34,80,100,5.73,overcast clouds
434,San Jeronimo,PE,-11.9472,-75.2829,66.76,34,100,8.68,overcast clouds
435,Arawa,PG,-6.2132,155.5367,77.65,87,100,2.59,overcast clouds
436,Chatra,IN,24.2167,84.8667,55.18,61,1,4.99,clear sky
437,Barra Do Corda,BR,-5.5,-45.25,88.18,58,70,2.51,broken clouds
438,Rawson,AR,-43.3002,-65.1023,78.84,34,99,11.27,overcast clouds
439,Itoman,JP,26.1247,127.6694,73.78,92,100,8.05,overcast clouds
440,Kijang,KR,35.2442,129.2139,55.13,83,100,6.15,light rain
441,Nichinan,JP,31.6,131.3667,62.91,94,100,5.93,light rain
442,Hvolsvollur,IS,63.7533,-20.2243,33.12,71,11,8.61,few clouds
443,Greenlaw,GB,55.7068,-2.4624,35.6,96,57,2.93,broken clouds
444,Karratha,AU,-20.7377,116.8463,77.83,57,59,11.54,broken clouds
445,Zalantun,CN,48.0,122.7167,19.78,54,100,3.8,overcast clouds
446,Helena,US,46.5927,-112.0361,43.25,65,100,1.99,overcast clouds
447,Penzance,GB,50.1186,-5.5371,50.68,66,27,15.37,scattered clouds
448,Conakry,GN,9.538,-13.6773,83.52,60,68,6.06,broken clouds
449,Xining,CN,36.6167,101.7667,33.17,58,100,2.28,overcast clouds
450,Irricana,CA,51.3237,-113.6048,42.78,78,100,12.01,overcast clouds
451,Jaen,ES,38.0,-3.5,54.91,71,100,12.53,overcast clouds
452,Gat,IL,31.61,34.7642,66.81,77,0,3.15,clear sky
453,Coronado,US,32.6859,-117.1831,77.52,23,75,8.01,broken clouds
454,Deputatskiy,RU,69.3,139.9,-33.34,100,69,0.94,broken clouds
455,Capao Bonito,BR,-24.0058,-48.3494,72.54,77,100,1.36,overcast clouds
456,Kattivakkam,IN,13.2167,80.3167,77.09,90,75,11.86,broken clouds
457,Murovane,UA,49.5214,22.9367,24.94,95,81,3.06,broken clouds
458,San Cristobal,VE,7.7669,-72.225,78.98,56,53,2.06,broken clouds
459,Kidal,ML,18.4411,1.4078,78.85,12,100,10.02,overcast clouds
460,Great Yarmouth,GB,52.6083,1.7305,44.94,86,100,11.9,overcast clouds
461,Shakiso,ET,5.75,38.9167,61.41,60,100,2.8,overcast clouds
462,Wageningen,NL,51.9667,5.6667,46.49,93,100,9.22,overcast clouds
463,Yichang,CN,30.7144,111.2847,55.71,85,37,2.01,scattered clouds
464,Sartell,US,45.6216,-94.2069,36.32,63,0,4.61,clear sky
465,Luganville,VU,-15.5333,167.1667,81.84,77,41,2.3,scattered clouds
466,Komsomolskiy,UZ,40.4272,71.7189,41.72,87,100,4.61,fog
467,Jhang,PK,33.6748,72.6963,53.62,32,0,5.23,clear sky
468,Dutse,NG,11.7594,9.3392,71.56,17,0,7.7,clear sky
469,Semey,KZ,50.4111,80.2275,17.89,90,99,9.95,overcast clouds
470,Narsaq,GL,60.9167,-46.05,37.62,74,100,6.46,overcast clouds
471,Coquimbo,CL,-29.9533,-71.3436,65.93,68,20,13.8,few clouds
472,Colares,PT,38.7992,-9.4469,66.33,90,75,15.99,broken clouds
473,Berdigestyakh,RU,62.0989,126.6992,-18.51,100,100,1.83,overcast clouds
474,Sabha,LY,27.0377,14.4283,57.15,24,1,6.29,clear sky
475,Morgan City,US,29.6994,-91.2068,53.02,82,100,4.61,light rain
476,Toktogul,KG,41.8708,72.9402,38.8,88,99,3.36,overcast clouds
477,Tromso,NO,69.6496,18.957,28.38,93,0,0.0,clear sky
478,Sibolga,ID,1.7427,98.7792,74.5,90,99,2.64,overcast clouds
479,Itaituba,BR,-4.2761,-55.9836,95.16,46,40,5.75,scattered clouds
480,Ridgecrest,US,35.6225,-117.6709,60.69,13,20,1.01,few clouds
481,College,US,64.8569,-147.8028,19.2,87,75,0.0,broken clouds
482,Pudozh,RU,61.8099,36.5345,15.31,88,79,6.73,broken clouds
483,Akyab,MM,20.15,92.9,73.58,72,4,10.54,clear sky
484,Maromitsa,RU,59.8683,48.0123,12.11,97,100,3.94,overcast clouds
485,Sterling,US,39.0062,-77.4286,58.89,24,0,13.0,clear sky
486,Berlevag,NO,70.8578,29.0864,28.4,93,20,12.66,few clouds
487,Yatou,CN,37.15,122.3833,44.78,62,90,5.86,overcast clouds
488,Doha,QA,25.2867,51.5333,75.18,57,0,8.05,clear sky
489,Gaoual,GN,11.75,-13.2,78.96,29,100,2.66,overcast clouds
490,Neiafu,TO,-18.65,-173.9833,79.48,83,40,6.91,scattered clouds
491,Zyryanka,RU,65.75,150.85,-22.52,96,100,6.85,overcast clouds
492,Muros,ES,42.7762,-9.0603,64.09,93,100,23.38,overcast clouds
493,Darhan,MN,49.4867,105.9228,15.17,83,63,5.32,broken clouds
494,Husavik,IS,66.0449,-17.3389,34.14,84,35,7.7,scattered clouds
495,San Javier,ES,37.8063,-0.8374,61.9,62,0,4.61,clear sky
496,Neuquen,AR,-38.9516,-68.0591,89.49,17,0,8.05,clear sky
497,Mnogovershinnyy,RU,53.9353,139.9242,11.7,87,94,13.04,overcast clouds
498,Bilibino,RU,68.0546,166.4372,-29.83,99,15,4.61,few clouds
499,Paamiut,GL,61.994,-49.6678,23.11,78,99,14.38,overcast clouds
500,Piranhas,BR,-16.4269,-51.8222,86.67,49,100,4.65,overcast clouds
501,Nishiwaki,JP,34.9833,134.9667,56.59,90,100,3.6,overcast clouds
502,Urumqi,CN,43.801,87.6005,32.95,75,0,2.24,clear sky
503,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,92,100,16.13,overcast clouds
504,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,84.67,61,100,0.83,overcast clouds
505,Maragogi,BR,-9.0122,-35.2225,77.61,80,60,11.83,broken clouds
506,Bereda,ES,43.2686,-7.5406,59.58,100,100,12.53,light rain
507,Bay Roberts,CA,47.5999,-53.2648,36.25,93,93,8.99,overcast clouds
508,Chimbarongo,CL,-34.7,-71.05,86.88,10,55,10.02,broken clouds
509,Nabire,ID,-3.3667,135.4833,76.26,90,100,2.53,overcast clouds
510,Xuddur,SO,4.1213,43.8894,75.88,43,84,8.5,broken clouds
511,Sept-Iles,CA,50.2001,-66.3821,26.6,61,75,17.27,broken clouds
512,Roma,US,43.2128,-75.4557,43.83,54,0,0.0,clear sky
513,Poum,NC,-20.2333,164.0167,79.63,80,55,8.88,broken clouds
514,Ukiah,US,39.1502,-123.2078,65.37,45,97,5.06,overcast clouds
515,Qobustan,AZ,40.0824,49.412,60.35,55,100,15.26,overcast clouds
516,Stokmarknes,NO,68.5646,14.9108,35.56,59,0,5.75,clear sky
517,Hami,CN,42.8,93.45,35.04,50,51,5.35,broken clouds
518,Ponte Nova,BR,-20.4164,-42.9086,78.39,70,100,7.16,overcast clouds
519,Walvis Bay,NA,-22.9575,14.5053,65.35,72,0,4.61,clear sky
520,Arlit,NE,18.7369,7.3853,74.62,17,100,11.03,overcast clouds
521,Saint-Pierre,RE,-21.3393,55.4781,74.88,73,40,5.75,scattered clouds
522,Verkhnevilyuysk,RU,63.4453,120.3167,-9.44,99,100,0.65,overcast clouds
523,Cervo,ES,43.6702,-7.4101,58.96,87,100,19.73,light rain
524,Bayir,TR,37.2687,28.2167,50.52,90,79,4.12,broken clouds
525,Vung Tau,VN,10.346,107.0843,78.57,88,100,9.37,overcast clouds
526,Durusu,TR,41.3053,28.6767,57.38,82,100,4.0,overcast clouds
527,Sokoto,NG,13.0609,5.239,75.56,13,2,10.6,clear sky
528,Kochki,RU,54.3358,80.4806,5.5,91,99,14.43,overcast clouds
529,Saint-Louis,SN,16.3333,-15.0,85.64,12,28,12.68,scattered clouds
530,Faratsiho,MG,-19.4,46.95,58.75,85,29,2.8,light rain
531,Tacotalpa,MX,17.6,-92.8167,77.86,92,95,3.27,moderate rain
532,Kalmunai,LK,7.4167,81.8167,77.67,82,47,2.59,scattered clouds
533,Chiusi,IT,43.016,11.9475,46.51,87,100,11.25,overcast clouds
534,Dobra,RO,44.7833,25.7167,43.9,72,100,9.95,overcast clouds
535,Pochutla,MX,15.7432,-96.4661,86.83,61,44,7.72,light rain
536,Tuskegee,US,32.424,-85.6916,65.08,78,100,1.99,overcast clouds
537,Caucaia,BR,-3.7361,-38.6531,84.15,71,0,16.11,clear sky
538,La Trinidad,PH,16.455,120.5875,61.03,85,93,4.34,overcast clouds
539,Mwinilunga,ZM,-11.7358,24.4293,63.14,92,100,4.25,overcast clouds
540,Yar-Sale,RU,66.8333,70.8333,-16.31,98,90,5.64,overcast clouds
541,Guiratinga,BR,-16.3494,-53.7583,74.01,83,100,12.71,overcast clouds
542,Markova,UA,48.6758,24.4138,25.27,93,56,3.15,broken clouds
543,Cedar City,US,37.6775,-113.0619,43.39,41,0,0.0,clear sky
544,Sehithwa,BW,-20.4667,22.7167,75.65,61,77,9.42,broken clouds
545,Contamana,PE,-7.3333,-75.0167,93.13,43,100,7.23,heavy intensity rain
546,Chamrajnagar,IN,11.9167,76.95,66.07,94,99,3.31,overcast clouds
547,Champerico,GT,14.3,-91.9167,93.74,69,94,6.85,overcast clouds
548,Dong Xoai,VN,11.5333,106.9167,72.97,98,100,3.76,light rain
549,Moroni,KM,-11.7022,43.2551,77.32,80,0,2.93,clear sky
550,Misratah,LY,32.3754,15.0925,67.86,33,100,16.58,overcast clouds
551,Harper,LR,4.375,-7.7169,78.67,83,55,8.61,broken clouds
552,Kibakwe,TZ,-6.7167,36.3667,67.59,82,20,4.23,light rain
553,Isilkul,RU,54.9109,71.2728,-0.18,92,15,10.2,few clouds
554,Jatara,IN,25.0167,79.05,61.41,43,6,4.34,clear sky
555,Strzelin,PL,50.7816,17.0648,39.58,88,100,4.23,overcast clouds
556,Rio Grande,BR,-32.035,-52.0986,71.71,74,100,7.45,overcast clouds
557,Auki,SB,-8.7676,160.7034,79.48,81,13,3.58,few clouds
558,Henties Bay,NA,-22.116,14.2845,62.11,79,0,9.26,clear sky
559,Tanda,IN,26.55,82.65,61.83,48,21,6.8,few clouds
560,Malindi,KE,-3.2175,40.1191,80.76,83,20,9.22,few clouds
561,Antalaha,MG,-14.9003,50.2788,70.39,91,100,8.1,light rain
562,Alugan,PH,12.2188,125.4808,79.77,86,100,8.7,overcast clouds
563,Kolpashevo,RU,58.3131,82.9089,0.48,94,100,11.59,overcast clouds
564,Dzilam Gonzalez,MX,21.2833,-88.9333,88.75,50,93,4.65,overcast clouds
565,Ushtobe,KZ,45.2514,77.9838,38.73,97,100,12.06,overcast clouds
566,Tsagan Aman,RU,47.5639,46.7218,50.4,85,100,8.16,overcast clouds
567,Los Algarrobos,PA,8.5,-82.4333,77.41,94,75,4.61,thunderstorm with light rain
568,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,87.6,66,40,4.61,scattered clouds
569,Aksarka,RU,66.5606,67.7975,-12.03,92,83,8.01,broken clouds
570,Calama,CL,-22.4667,-68.9333,73.89,11,0,23.02,clear sky
571,Baker City,US,44.7749,-117.8344,45.64,54,0,19.57,clear sky
572,Wellington,NZ,-41.2866,174.7756,61.07,77,92,6.91,overcast clouds
573,Hudson Bay,CA,52.85,-102.3842,35.49,81,100,7.87,overcast clouds
574,San Policarpo,PH,12.1791,125.5072,80.33,84,100,9.35,overcast clouds
575,Kencong,ID,-8.2833,113.3667,75.42,92,99,2.98,overcast clouds
576,Oskarshamn,SE,57.2645,16.4484,38.98,80,100,15.68,overcast clouds
577,Lorengau,PG,-2.0226,147.2712,81.41,78,100,6.96,overcast clouds
578,Ordynskoye,RU,54.3656,81.8994,11.28,90,100,14.29,overcast clouds
579,Winterberg,DE,51.2,8.5333,40.1,97,100,9.06,light rain
580,Okha,RU,53.5739,142.9478,22.17,84,100,19.3,light snow
581,Ereymentau,KZ,51.6199,73.1033,8.78,96,94,7.52,overcast clouds
582,Yokadouma,CM,3.5167,15.05,73.96,65,49,1.3,scattered clouds
583,Fujieda,JP,34.8667,138.2667,60.85,87,100,8.99,overcast clouds
584,Orsha,BY,54.5153,30.4053,22.82,97,94,6.24,overcast clouds
585,Uthal,PK,25.8072,66.6219,75.0,34,8,2.42,clear sky
586,Starodubskoye,RU,44.5631,44.0153,49.89,95,100,2.64,overcast clouds
587,Itarema,BR,-2.9248,-39.9167,81.21,69,32,18.63,scattered clouds
588,Maragogipe,BR,-12.7778,-38.9194,78.89,74,49,8.66,scattered clouds
589,Liberal,US,37.0431,-100.921,55.54,26,0,13.8,clear sky
590,Comodoro Rivadavia,AR,-45.8667,-67.5,78.66,31,0,27.63,clear sky
591,Praia,CV,14.9215,-23.5087,79.34,65,0,13.8,clear sky
592,Gidam,IN,18.9833,81.4,67.78,66,100,3.02,overcast clouds
593,Khasan,RU,42.4308,130.6434,41.2,72,100,6.78,overcast clouds
594,Nacogdoches,US,31.6002,-94.6335,60.76,52,100,5.75,overcast clouds
595,Yerbogachen,RU,61.2767,108.0108,-27.62,100,77,2.19,broken clouds
596,Linhares,BR,-19.3911,-40.0722,76.05,77,36,7.43,scattered clouds
597,Chicama,PE,-7.8447,-79.1469,68.54,56,8,10.07,clear sky
598,Anantapur,IN,14.6833,77.6,70.9,90,98,2.95,overcast clouds
599,Rocha,UY,-34.4833,-54.3333,63.9,72,78,13.15,broken clouds
600,Tsabong,BW,-26.0217,22.401,82.63,27,56,5.35,broken clouds
601,Chipinge,ZW,-20.1883,32.6236,64.0,79,100,5.82,overcast clouds
602,Naze,JP,28.3667,129.4833,70.72,87,100,14.43,overcast clouds
603,Bossier City,US,32.516,-93.7321,61.38,37,100,5.75,overcast clouds
604,Horki,BY,54.2861,30.9842,23.74,97,97,5.97,overcast clouds
605,Perambalur,IN,11.2333,78.8833,73.89,87,54,3.96,broken clouds
606,Grand Island,US,40.925,-98.342,59.29,21,0,6.91,clear sky
607,Tabou,CI,4.423,-7.3528,78.26,85,39,7.43,light rain
608,Salinas,US,36.6777,-121.6555,70.02,35,0,9.22,clear sky
609,Tarko-Sale,RU,64.9225,77.785,-21.44,97,31,9.64,scattered clouds
610,Hvide Sande,DK,56.0045,8.1294,40.14,90,100,19.44,overcast clouds
611,Arman,RU,59.7,150.1667,6.35,81,100,14.88,overcast clouds
612,Manggar,ID,-2.8833,108.2667,79.39,85,100,5.73,overcast clouds
613,Lagoa,PT,39.05,-27.9833,60.87,87,100,18.48,moderate rain
614,Yamada,JP,39.4667,141.95,44.31,73,100,4.43,overcast clouds
615,Bac Lieu,VN,9.285,105.7244,76.98,91,100,5.84,overcast clouds
616,Hirara,JP,24.8,125.2833,77.25,82,99,10.02,overcast clouds
617,Trat,TH,12.5,102.5,75.11,94,100,3.91,overcast clouds
618,Tianpeng,CN,30.9866,103.9393,61.72,61,100,3.56,overcast clouds
619,Rathdrum,US,47.8137,-116.892,38.21,70,100,5.75,overcast clouds
620,La Joya,MX,18.6667,-99.4667,84.38,38,0,3.91,clear sky
621,Batemans Bay,AU,-35.7167,150.1833,59.09,64,0,5.26,clear sky
622,Honningsvag,NO,70.9821,25.9704,29.95,93,100,8.05,overcast clouds
623,Nouadhibou,MR,20.931,-17.0347,71.58,60,0,12.66,clear sky
624,Rosarito,MX,32.3333,-117.0333,76.62,30,96,7.47,overcast clouds
625,Businga,CD,3.3333,20.8833,72.01,94,66,3.02,broken clouds
626,Trairi,BR,-3.2778,-39.2689,81.32,66,11,15.79,few clouds
627,Urucui,BR,-7.2294,-44.5561,93.94,34,36,3.83,scattered clouds
628,Constitucion,CL,-35.3333,-72.4167,70.52,60,54,19.15,broken clouds
629,Bougouni,ML,11.417,-7.479,76.64,17,79,5.39,broken clouds
630,Mayo,US,38.8876,-76.5119,59.86,36,0,11.5,clear sky
631,Mizdah,LY,31.4451,12.9801,53.87,29,67,11.07,broken clouds
632,Predivinsk,RU,57.0669,93.4378,23.2,95,100,6.98,light snow
633,Manokwari,ID,-0.8667,134.0833,78.06,81,98,2.62,overcast clouds
634,Bani,DO,18.2833,-70.3333,84.85,63,7,15.99,clear sky
635,Kyra,RU,49.5776,111.9753,0.99,98,32,1.83,scattered clouds
636,Daru,PG,-9.0763,143.2092,80.44,81,100,4.83,overcast clouds
637,Virginia Beach,US,36.8529,-75.978,61.02,49,40,5.75,scattered clouds
638,Mackay,AU,-21.15,149.2,71.69,71,18,9.55,few clouds
639,Evanston,US,42.0411,-87.6901,53.19,35,20,13.8,few clouds
640,Gotsu,JP,35.0,132.2167,56.08,90,100,6.85,light rain
641,Maputo,MZ,-25.9653,32.5892,78.48,73,75,6.91,broken clouds
642,Bheramara,BD,24.0232,88.9925,64.33,53,10,6.6,clear sky
643,Lexington,US,37.9887,-84.4777,58.24,28,0,9.22,clear sky
644,Farroupilha,BR,-29.225,-51.3478,66.42,91,68,7.0,broken clouds
645,Maumere,ID,-8.6199,122.2111,80.51,77,100,2.46,overcast clouds
646,Manaure,CO,11.7751,-72.4445,86.56,60,30,14.56,scattered clouds
647,Znamenskoye,RU,57.1281,73.8282,-4.49,91,100,9.95,overcast clouds
648,Palafrugell,ES,41.9174,3.1631,53.35,37,81,1.99,broken clouds
649,Piste,MX,20.7,-88.5833,88.25,51,97,1.9,light rain
650,Dodge City,US,37.7528,-100.0171,61.25,29,0,16.11,clear sky
651,Saint Anthony,US,45.0205,-93.218,39.13,60,0,4.61,clear sky
652,Stornoway,GB,58.2093,-6.3865,40.96,87,40,3.44,scattered clouds
653,Praia Da Vitoria,PT,38.7333,-27.0667,62.85,88,0,17.49,clear sky
654,Conde,BR,-7.2597,-34.9075,76.46,88,100,10.36,overcast clouds
655,Phon,TH,15.816,102.5998,81.05,76,95,6.35,overcast clouds
656,Aitape,PG,-3.1374,142.3475,77.88,85,100,3.18,overcast clouds
657,Manzanillo,CU,20.3433,-77.1167,88.57,51,100,11.05,overcast clouds
658,Oum Hadjer,TD,13.2954,19.6966,78.51,14,22,9.42,few clouds
659,Nizhneudinsk,RU,54.9076,99.0276,14.92,84,100,3.29,overcast clouds
660,Maniitsoq,GL,65.4167,-52.9,20.05,82,100,17.34,overcast clouds
661,Meulaboh,ID,4.1363,96.1285,75.33,90,99,4.76,light rain
662,Fairmount,US,43.0473,-76.2385,46.0,56,75,9.22,broken clouds
663,Vienna,AT,48.2085,16.3721,42.89,87,75,4.61,broken clouds
664,Terrace,CA,54.5163,-128.6035,37.31,93,100,0.0,light intensity drizzle
665,Vila,PT,42.0304,-8.1588,52.68,96,100,13.35,light rain
666,Soyo,AO,-6.1349,12.3689,77.9,83,13,6.76,few clouds
667,Nan,TH,18.8333,100.6667,68.38,91,17,1.57,few clouds
668,Biltine,TD,14.5333,20.9167,76.19,15,4,8.48,clear sky
669,Sistranda,NO,63.7256,8.834,35.56,58,7,22.77,clear sky
670,Haverfordwest,GB,51.8017,-4.9691,44.19,93,26,9.15,light rain
671,Copiapo,CL,-27.3667,-70.3333,64.09,28,0,9.1,clear sky
672,Magdalena,PH,14.1999,121.429,78.35,92,100,4.52,light rain
673,Belmonte,BR,-15.8631,-38.8828,76.06,80,59,7.31,broken clouds
674,Tucumcari,US,35.1717,-103.725,60.94,22,0,5.75,clear sky
675,Fairbanks,US,64.8378,-147.7164,19.22,87,75,0.0,broken clouds
676,Sinfra,CI,6.6167,-5.9167,75.61,70,50,2.1,scattered clouds
677,Grand-Lahou,CI,5.1367,-5.0242,79.34,83,100,7.94,overcast clouds
678,Cuicatlan,MX,17.8,-96.9667,78.31,66,79,4.97,broken clouds
679,Gizo,SB,-8.103,156.8419,82.49,74,99,7.0,overcast clouds
680,Alappuzha,IN,9.49,76.3264,75.99,73,53,4.43,broken clouds
681,Marienburg,PL,54.0359,19.0266,35.85,94,100,5.73,overcast clouds
682,Noumea,NC,-22.2763,166.4572,81.0,99,92,3.78,overcast clouds
683,Bonthe,SL,7.5264,-12.505,80.42,79,95,7.47,light rain
684,Kismayo,SO,-0.3582,42.5454,79.3,83,50,10.58,light rain
685,Rantauprapat,ID,2.1,99.8333,71.42,96,92,2.13,overcast clouds
686,Te Anau,NZ,-45.4167,167.7167,50.74,71,11,7.25,few clouds
687,Geraldton,AU,-28.7667,114.6,61.21,94,75,6.91,broken clouds
688,Marsh Harbour,BS,26.5412,-77.0636,79.95,75,75,12.84,broken clouds
689,Barranca,PE,-10.75,-77.7667,69.31,73,18,9.13,few clouds
690,Kupang,ID,-10.1667,123.5833,79.77,83,100,7.92,overcast clouds
691,Korla,CN,41.7597,86.1469,33.22,33,9,3.22,clear sky
692,Nioro,GM,13.35,-15.75,80.73,20,32,7.31,scattered clouds
693,Wanning,CN,18.8003,110.3967,75.88,91,67,2.04,broken clouds
694,Russell,US,32.3502,-85.1999,64.96,48,100,3.44,overcast clouds
695,Kailua,US,21.4022,-157.7394,80.58,66,40,12.66,scattered clouds
